fid,latitude,longitude,TOTAL_SCORE,cluster
1,42.32298104,-71.05615038,64,22
2,42.32284355,-71.05614714,59,22
3,42.32205178,-71.05612969,61,22
4,42.32193456,-71.05605537,60,22
5,42.32180122,-71.05605287,60,22
6,42.32175654,-71.05605164,60,22
7,42.32328424,-71.05627296,51,22
8,42.32200039,-71.05561216,51,22
9,42.32206774,-71.0556133,51,22
10,42.32234569,-71.05561684,71,22
11,42.32267949,-71.055623,51,22
12,42.32144075,-71.05610207,53,22
13,42.32144275,-71.05599263,51,22
14,42.31962194,-71.05809975,59,23
15,42.31946797,-71.0591382,57,23
16,42.3198165,-71.05850802,59,23
17,42.32013638,-71.05734241,59,23
18,42.31927646,-71.05944009,59,23
19,42.31906251,-71.05950154,51,23
20,42.3206752,-71.06025387,59,23
21,42.32061378,-71.0589345,59,23
22,42.3209195,-71.0594862,59,23
23,42.3209616,-71.05975303,59,23
24,42.3211425,-71.06048086,65,23
25,42.32118657,-71.06055861,65,23
26,42.32122366,-71.06068128,65,23
27,42.32191323,-71.05988527,61,23
28,42.32164402,-71.05910604,59,23
29,42.32152318,-71.05876225,59,23
30,42.32131594,-71.05801876,57,23
31,42.32114213,-71.05824096,57,23
32,42.3212888,-71.05861561,69,23
33,42.3214102,-71.05893226,51,23
34,42.32189434,-71.06006557,60,23
35,42.32227241,-71.05930262,59,23
36,42.32211171,-71.05962396,60,23
37,42.32216426,-71.05977276,51,23
38,42.32241781,-71.0605038,61,23
39,42.32246482,-71.06064142,58,23
40,42.32067175,-71.05865021,60,23
41,42.32079989,-71.05814974,57,23
42,42.3208425,-71.05802392,57,23
43,42.32227177,-71.05705787,61,23
44,42.32274792,-71.05923256,51,23
45,42.32324714,-71.0602084,59,23
46,42.32327774,-71.05988997,51,23
47,42.32258782,-71.0577272,57,23
48,42.32284897,-71.05727422,51,23
49,42.32303666,-71.05789102,57,23
50,42.32358097,-71.05933464,60,23
51,42.32383132,-71.05981407,59,23
52,42.32389785,-71.05938883,51,23
53,42.32375726,-71.05887744,51,23
54,42.32371834,-71.05873863,59,23
55,42.3234702,-71.05782188,61,23
56,42.32338013,-71.05749464,57,23
57,42.32374959,-71.05735346,58,23
58,42.32394874,-71.05808153,60,23
59,42.32402236,-71.05835087,57,23
60,42.32423996,-71.058083,59,23
61,42.32482359,-71.05909121,66,23
62,42.32517735,-71.05892479,59,23
63,42.3247071,-71.0572976,66,23
64,42.3253284,-71.05810126,59,23
65,42.32556557,-71.05810339,59,23
66,42.32634387,-71.05794375,66,23
67,42.32515144,-71.05950615,59,23
68,42.32501466,-71.05974694,59,23
69,42.32504327,-71.05988037,51,23
70,42.32464961,-71.0597866,59,23
71,42.32364517,-71.06050834,58,23
72,42.32478293,-71.06330908,51,23
73,42.32241138,-71.06140826,61,23
74,42.32195655,-71.06142638,61,23
75,42.32116496,-71.06183696,59,23
76,42.32106439,-71.06276033,51,23
77,42.32227012,-71.06719156,61,165
78,42.3223448,-71.0669428,51,165
79,42.32196248,-71.06662441,51,165
80,42.32191412,-71.06658216,51,165
81,42.32182653,-71.0665072,51,165
82,42.32178576,-71.06647005,51,165
83,42.3217424,-71.06643386,51,165
84,42.32153563,-71.06612131,69,165
85,42.32033556,-71.06616843,59,165
86,42.32039159,-71.06657653,59,165
87,42.32042851,-71.06685173,59,165
88,42.32041654,-71.06719718,59,165
89,42.32031297,-71.06720987,59,165
90,42.31938811,-71.06769982,51,165
91,42.31937321,-71.06700553,52,165
92,42.32006769,-71.0666278,59,165
93,42.32006834,-71.06633642,59,165
94,42.31967111,-71.06647975,59,165
95,42.31940094,-71.06684905,59,165
96,42.32053935,-71.06318915,69,165
97,42.32060278,-71.06351332,51,165
98,42.32069751,-71.06430516,51,165
99,42.32071594,-71.06446261,51,165
100,42.32072975,-71.06458452,61,165
101,42.31967859,-71.06343788,59,165
102,42.31980308,-71.06348135,59,165
103,42.3199946,-71.06387481,59,165
104,42.3199946,-71.06413283,61,165
105,42.32029714,-71.0641224,60,165
106,42.32040067,-71.06411903,60,165
107,42.32028438,-71.0645456,60,165
108,42.31956674,-71.06451915,51,165
109,42.31929436,-71.06409537,59,165
110,42.31920971,-71.06387464,59,165
111,42.31894021,-71.06394611,59,165
112,42.320136,-71.06532326,51,165
113,42.31988097,-71.06564146,59,165
114,42.31972175,-71.06514826,51,165
115,42.31969103,-71.06495637,51,165
116,42.31951227,-71.06497788,51,165
117,42.318587,-71.06564891,61,165
118,42.3184245,-71.06576564,61,165
119,42.31846884,-71.06616635,59,165
120,42.31911313,-71.06556037,59,165
121,42.31923786,-71.06582654,57,165
122,42.31863286,-71.06387697,51,165
123,42.31855422,-71.06393888,51,165
124,42.31837579,-71.0644359,59,165
125,42.31849881,-71.06476121,60,165
126,42.31857344,-71.06509562,59,165
127,42.31861528,-71.06526896,51,165
128,42.3180128,-71.06461902,66,165
129,42.31838605,-71.06681769,51,165
130,42.31862775,-71.06751239,57,165
131,42.31840982,-71.0666256,61,165
132,42.31834374,-71.06667108,51,165
133,42.31829108,-71.06671112,61,165
134,42.31823641,-71.06674836,61,165
135,42.31899256,-71.06685512,57,165
136,42.31923469,-71.06639723,60,165
137,42.31902809,-71.06611282,57,165
138,42.31889792,-71.06663316,57,165
139,42.31820286,-71.06016616,57,161
140,42.31840999,-71.0603496,59,161
141,42.31859508,-71.06026826,59,161
142,42.31886754,-71.06013365,59,161
143,42.31871487,-71.0598912,59,161
144,42.31853092,-71.05995045,59,161
145,42.31893908,-71.06076568,59,161
146,42.31880167,-71.06070164,60,161
147,42.31870524,-71.06075227,51,161
148,42.31887763,-71.06112948,60,161
149,42.3193628,-71.0605013,59,161
150,42.31806898,-71.06279908,51,161
151,42.31805268,-71.06256427,61,161
152,42.31727625,-71.06267027,59,161
153,42.31685163,-71.06259469,59,161
154,42.31700347,-71.06303448,59,161
155,42.31668598,-71.06316196,59,161
156,42.31665751,-71.06303402,59,161
157,42.31920313,-71.06259712,59,161
158,42.31946788,-71.06173976,51,161
159,42.31914829,-71.0619463,57,161
160,42.31888857,-71.06168268,60,161
161,42.31877999,-71.06173378,60,161
162,42.31893714,-71.06207779,51,161
163,42.31899383,-71.06222251,51,161
164,42.31902623,-71.0624045,59,161
165,42.31864052,-71.06224321,57,161
166,42.31857228,-71.06184137,58,161
167,42.31839763,-71.06240767,59,161
168,42.31845864,-71.06249659,59,161
169,42.32099943,-71.0691255,60,190
170,42.32119652,-71.06907649,51,190
171,42.32139763,-71.0694215,60,190
172,42.3210833,-71.06979388,57,190
173,42.32136735,-71.0708918,59,190
174,42.32137331,-71.0707131,60,190
175,42.3208857,-71.07022099,61,190
176,42.32194407,-71.07103441,57,190
177,42.32197913,-71.07091794,51,190
178,42.32207896,-71.07065606,72,190
179,42.3220984,-71.07052844,73,190
180,42.32189649,-71.07052878,60,190
181,42.32169719,-71.07079612,60,190
182,42.32164774,-71.07109013,51,190
183,42.321627,-71.07128756,51,190
184,42.32245437,-71.07171205,64,190
185,42.3225018,-71.07154934,68,190
186,42.32264107,-71.07087289,59,190
187,42.32238879,-71.07072674,76,190
188,42.32236335,-71.07088484,61,190
189,42.32209191,-71.07202754,51,190
190,42.32328732,-71.07099823,51,190
191,42.32319815,-71.07280403,61,190
192,42.32322158,-71.07269351,61,190
193,42.3238023,-71.0713075,51,190
194,42.32371267,-71.07124567,59,190
195,42.32359058,-71.06935654,59,190
196,42.3234219,-71.06990184,58,190
197,42.32333423,-71.07019125,66,190
198,42.32324427,-71.07031165,66,190
199,42.32323054,-71.07044599,59,190
200,42.32292321,-71.07034789,70,190
201,42.3229378,-71.070161,59,190
202,42.32307938,-71.06971573,59,190
203,42.3228245,-71.06975154,69,190
204,42.32274089,-71.07001597,51,190
205,42.32210426,-71.07008223,61,190
206,42.32192621,-71.06969454,84,190
207,42.32360564,-71.06794669,51,190
208,42.32340902,-71.06879269,64,190
209,42.32345401,-71.0686833,64,190
210,42.32517601,-71.0684698,61,190
211,42.32525531,-71.06859709,51,190
212,42.3253866,-71.06893828,60,190
213,42.32543906,-71.07164281,51,190
214,42.32542732,-71.07174054,51,190
215,42.32603699,-71.07233025,51,190
216,42.32510706,-71.0711081,60,190
217,42.32441404,-71.07126367,51,190
218,42.32402506,-71.07153379,51,190
219,42.32393091,-71.07193871,61,190
220,42.32388453,-71.07205789,61,190
221,42.32375806,-71.07237939,68,190
222,42.32368133,-71.07257612,61,190
223,42.32413456,-71.07236457,69,190
224,42.32493963,-71.07208851,51,189
225,42.32429439,-71.07299999,51,189
226,42.32435076,-71.07338305,51,189
227,42.32453569,-71.07292572,51,189
228,42.32464566,-71.07264131,69,189
229,42.32477387,-71.07232968,51,189
230,42.324823,-71.07222275,51,189
231,42.32519209,-71.07227573,51,189
232,42.32508659,-71.07220044,51,189
233,42.32477338,-71.07317006,60,189
234,42.32477118,-71.07367813,66,189
235,42.32485832,-71.07346246,66,189
236,42.3249827,-71.07315549,51,189
237,42.32542378,-71.07294598,51,189
238,42.32537829,-71.07305219,51,189
239,42.32533594,-71.0731467,51,189
240,42.32529617,-71.07324683,61,189
241,42.3263187,-71.07451106,51,189
242,42.3256548,-71.07375051,58,189
243,42.32578056,-71.07416288,69,189
244,42.32594146,-71.07447861,51,189
245,42.32606341,-71.07475686,52,189
246,42.32616153,-71.07346122,61,189
247,42.32638754,-71.07285182,60,189
248,42.3295049,-71.07043359,69,189
249,42.32955779,-71.07036807,67,189
250,42.32772668,-71.07704723,68,189
251,42.32777455,-71.07711091,68,189
252,42.327809,-71.07715861,68,189
253,42.32785531,-71.07722305,68,189
254,42.32790529,-71.07696536,68,189
255,42.32799716,-71.07693857,68,189
256,42.32806087,-71.07685186,68,189
257,42.32811616,-71.0767744,68,189
258,42.32798399,-71.07668437,68,189
259,42.32791413,-71.07660668,68,189
260,42.32784834,-71.07652317,68,189
261,42.32778141,-71.07643825,68,189
262,42.32771449,-71.0763533,68,189
263,42.32764774,-71.0762681,68,189
264,42.3275824,-71.07618088,68,189
265,42.32748554,-71.07612552,68,189
266,42.32741964,-71.07605217,68,189
267,42.32735293,-71.07596664,68,189
268,42.32729199,-71.07587767,68,189
269,42.32721273,-71.07577804,68,189
270,42.32874456,-71.07826232,51,189
271,42.32865734,-71.07805275,51,189
272,42.32862345,-71.07797221,61,189
273,42.32855873,-71.07781593,51,189
274,42.32655028,-71.0799252,60,2
275,42.32658764,-71.07980223,60,2
276,42.32667014,-71.08025415,60,2
277,42.32751209,-71.08032592,53,2
278,42.32767556,-71.08036655,53,2
279,42.32793448,-71.07824303,58,2
280,42.32741551,-71.07829933,51,2
281,42.32754848,-71.07850628,53,2
282,42.32761789,-71.07860771,53,2
283,42.32791615,-71.07918645,59,2
284,42.32699776,-71.07772104,57,2
285,42.3270825,-71.07770611,51,2
286,42.32715781,-71.07866059,53,2
287,42.32701051,-71.078688,53,2
288,42.3269831,-71.0785556,68,2
289,42.32692194,-71.07841931,53,2
290,42.32667082,-71.07806352,65,2
291,42.32663932,-71.07877753,57,2
292,42.32749316,-71.07927727,60,2
293,42.32579413,-71.07591479,52,2
294,42.3259697,-71.07622911,61,2
295,42.32606168,-71.0760036,60,2
296,42.32626081,-71.07652295,51,2
297,42.32582367,-71.07684504,51,2
298,42.32546094,-71.07726347,61,2
299,42.32573929,-71.07765276,59,2
300,42.32494144,-71.07752208,51,2
301,42.32508252,-71.07555105,61,2
302,42.32424147,-71.07620044,60,2
303,42.32399961,-71.07636139,60,2
304,42.32413248,-71.07625453,61,2
305,42.32368523,-71.07422184,84,189
306,42.32364997,-71.07441333,66,189
307,42.32356813,-71.07453687,66,189
308,42.32350251,-71.07463082,67,189
309,42.32390149,-71.07430297,84,189
310,42.32375214,-71.07434141,84,189
311,42.32321596,-71.07487011,66,20
312,42.32314358,-71.07499456,66,20
313,42.32305691,-71.0750509,84,20
314,42.32356584,-71.07519394,84,20
315,42.32337691,-71.07510975,66,20
316,42.32331172,-71.07498171,66,20
317,42.32288649,-71.07542614,84,20
318,42.32285044,-71.07522522,66,20
319,42.3226694,-71.07539366,84,20
320,42.32262319,-71.0755024,84,20
321,42.32272647,-71.07573604,66,20
322,42.32301969,-71.07543768,84,20
323,42.32410956,-71.07793729,61,2
324,42.32360314,-71.07678475,52,2
325,42.32327659,-71.07706677,57,2
326,42.32357123,-71.07763958,60,2
327,42.32239477,-71.0756512,84,20
328,42.32227056,-71.07581639,84,20
329,42.32228912,-71.07656799,59,20
330,42.321506,-71.07705572,51,20
331,42.32110601,-71.07694394,76,20
332,42.32117845,-71.07651686,76,20
333,42.32117183,-71.07638225,76,20
334,42.32090711,-71.07574184,57,20
335,42.32073791,-71.07563529,57,20
336,42.32077921,-71.0759997,51,20
337,42.32075088,-71.07700701,51,20
338,42.32088084,-71.07525347,60,20
339,42.32118328,-71.07514571,59,20
340,42.32142226,-71.07522795,57,20
341,42.32147771,-71.07546791,51,20
342,42.32149961,-71.0757332,60,20
343,42.32153622,-71.07598353,57,20
344,42.32173634,-71.075516,51,20
345,42.32166276,-71.07527859,60,20
346,42.32158165,-71.07501932,69,20
347,42.32214451,-71.07540064,59,20
348,42.32197429,-71.07491987,74,20
349,42.32195205,-71.07482661,74,20
350,42.32077552,-71.07507331,51,20
351,42.32248758,-71.07426486,59,20
352,42.32274675,-71.07452123,66,20
353,42.32282312,-71.07475771,66,20
354,42.32290918,-71.07464748,66,20
355,42.32295976,-71.07446307,66,20
356,42.32304089,-71.07436946,66,20
357,42.32311927,-71.07429035,66,20
358,42.3231891,-71.07422516,66,20
359,42.32334871,-71.07425706,66,20
360,42.3234184,-71.07415714,66,20
361,42.32356441,-71.07402533,84,20
362,42.32187446,-71.07383229,66,20
363,42.32250535,-71.07330166,51,20
364,42.32208642,-71.07322877,51,20
365,42.32204332,-71.07335146,51,20
366,42.32200169,-71.0734728,51,20
367,42.32193979,-71.07358409,61,20
368,42.32158331,-71.07333571,51,20
369,42.3216357,-71.0731848,61,20
370,42.32167473,-71.07307548,51,20
371,42.32167888,-71.07288375,61,20
372,42.32116415,-71.07354128,64,20
373,42.32111338,-71.07372393,60,20
374,42.32116441,-71.07384737,61,20
375,42.32130576,-71.0737957,51,20
376,42.33582726,-71.08375305,60,3
377,42.33593052,-71.08394114,51,3
378,42.33595094,-71.08373454,71,3
379,42.33592763,-71.08370373,53,3
380,42.33629408,-71.08382018,51,3
381,42.33622903,-71.08357185,68,3
382,42.33614917,-71.08366253,51,3
383,42.33543046,-71.08448412,51,3
384,42.33570683,-71.08439053,51,3
385,42.33579332,-71.08424944,51,3
386,42.33571829,-71.08420727,61,3
387,42.33568477,-71.08412205,61,3
388,42.33557438,-71.08413779,51,3
389,42.33555025,-71.08417596,51,3
390,42.33553676,-71.08424504,51,3
391,42.33543362,-71.08387801,51,3
392,42.33552762,-71.08374366,51,3
393,42.33548989,-71.08372199,51,3
394,42.33646631,-71.08412686,51,3
395,42.33106615,-71.08439588,51,3
396,42.32888893,-71.08726858,51,3
397,42.32892584,-71.08771695,67,3
398,42.32910961,-71.08775722,60,3
399,42.32907148,-71.08737158,51,3
400,42.32960016,-71.08733208,60,3
401,42.32947558,-71.08792008,60,3
402,42.32954071,-71.08837627,81,3
403,42.32956156,-71.08852305,81,3
404,42.32958295,-71.08867367,61,3
405,42.32962897,-71.08882593,61,3
406,42.32984321,-71.08878948,51,3
407,42.33008783,-71.08872107,81,3
408,42.33021478,-71.08872665,81,3
409,42.32988821,-71.08853264,80,3
410,42.32985834,-71.08832037,81,3
411,42.33018196,-71.08802606,61,3
412,42.32833685,-71.09414145,59,168
413,42.32906769,-71.0941214,61,168
414,42.32910097,-71.09372608,51,168
415,42.32892589,-71.09374018,51,168
416,42.32838702,-71.09348738,51,168
417,42.32848064,-71.09346891,51,168
418,42.32879858,-71.09346595,61,168
419,42.32908963,-71.09324981,57,168
420,42.32854046,-71.09249768,59,168
421,42.32911002,-71.09189637,57,168
422,42.32916924,-71.09204353,60,168
423,42.32922533,-71.09203545,51,168
424,42.32928077,-71.09203761,51,168
425,42.32891066,-71.09046483,66,6
426,42.32875326,-71.0902737,66,6
427,42.32861533,-71.09038545,66,6
428,42.32866983,-71.09050775,75,6
429,42.32851346,-71.09019093,76,6
430,42.3286291,-71.09001237,76,6
431,42.32810061,-71.08992522,59,6
432,42.32793274,-71.08998695,59,6
433,42.32831229,-71.09046408,61,6
434,42.32824709,-71.09018882,51,6
435,42.32860652,-71.09129952,78,6
436,42.32865478,-71.0913956,78,6
437,42.32868697,-71.09148557,78,6
438,42.32873741,-71.09156298,78,6
439,42.32869275,-71.09178439,61,6
440,42.32881749,-71.09169927,51,6
441,42.32830873,-71.09141524,59,6
442,42.3274197,-71.09147085,61,6
443,42.32750355,-71.09157919,80,6
444,42.32753417,-71.09171105,81,6
445,42.32773937,-71.0914383,60,6
446,42.32586954,-71.09058458,51,6
447,42.32578531,-71.09045618,82,6
448,42.32572903,-71.09025041,82,6
449,42.32568154,-71.08990472,51,6
450,42.32621145,-71.0895439,51,6
451,42.32603453,-71.08999264,51,6
452,42.32609513,-71.09012217,51,6
453,42.32663446,-71.090721,61,6
454,42.3269214,-71.08974149,67,6
455,42.32678564,-71.08949814,51,6
456,42.32649107,-71.08925023,51,6
457,42.32653268,-71.0895145,51,6
458,42.32688389,-71.09019567,60,6
459,42.32568859,-71.08905263,61,6
460,42.32545308,-71.08894713,61,6
461,42.3252738,-71.08934287,51,6
462,42.32456562,-71.08867426,68,6
463,42.32391916,-71.08938294,51,199
464,42.32399563,-71.09003793,60,199
465,42.32420047,-71.09003762,61,199
466,42.32434543,-71.08973761,51,199
467,42.33405496,-71.1020438,60,144
468,42.33422716,-71.10276094,60,144
469,42.33450614,-71.10226833,60,144
470,42.33418316,-71.10246394,60,144
471,42.33398728,-71.10258425,51,144
472,42.32868072,-71.09888836,74,144
473,42.33011401,-71.09748081,51,144
474,42.33141319,-71.09831119,68,144
475,42.3314437,-71.09910298,60,144
476,42.33183814,-71.1037606,59,144
477,42.33207813,-71.10445951,59,144
478,42.3298359,-71.09991614,60,144
479,42.3303165,-71.09974431,60,144
480,42.33008151,-71.09901371,59,144
481,42.33061741,-71.10178514,51,144
482,42.33080135,-71.10161567,51,144
483,42.3313282,-71.10522077,59,144
484,42.3318731,-71.10688119,51,144
485,42.33190113,-71.10782805,51,144
486,42.33139929,-71.10715505,51,144
487,42.3312933,-71.10825448,51,144
488,42.33120017,-71.10790986,51,144
489,42.33104673,-71.10729915,62,144
490,42.33075595,-71.10640734,51,144
491,42.3294888,-71.10231638,59,144
492,42.32967151,-71.1032213,51,144
493,42.32849051,-71.10055551,59,144
494,42.32937149,-71.10179292,51,144
495,42.32913857,-71.10145587,51,144
496,42.32899919,-71.10122873,51,144
497,42.32971657,-71.10078916,51,144
498,42.32922841,-71.09973736,61,144
499,42.32911045,-71.09934342,57,144
500,42.32859084,-71.09928454,51,144
501,42.32969672,-71.10164876,51,144
502,42.32973427,-71.10180701,51,144
503,42.32976687,-71.10194325,59,144
504,42.33012752,-71.10356718,51,144
505,42.33083728,-71.1055115,66,144
506,42.32799017,-71.09990282,51,4
507,42.32821333,-71.1057378,67,4
508,42.32829965,-71.10605847,82,4
509,42.32835642,-71.10627653,84,4
510,42.3312551,-71.10933072,51,144
511,42.3267828,-71.10220445,75,4
512,42.3268666,-71.10221868,75,4
513,42.32693836,-71.10224361,74,4
514,42.32697403,-71.10234777,75,4
515,42.32714019,-71.10234034,75,4
516,42.32708613,-71.10179505,75,4
517,42.32695887,-71.10159814,75,4
518,42.32694926,-71.10141534,75,4
519,42.32685195,-71.10141606,75,4
520,42.3264955,-71.10390315,75,4
521,42.32657632,-71.10391765,75,4
522,42.32665111,-71.10393126,75,4
523,42.32672657,-71.10394505,75,4
524,42.32725981,-71.10402485,74,4
525,42.32699196,-71.10006507,76,4
526,42.3269362,-71.09989933,76,4
527,42.32670992,-71.10006711,74,4
528,42.32684849,-71.10040361,75,4
529,42.3274673,-71.10276531,76,4
530,42.32747712,-71.10289373,76,4
531,42.32748691,-71.10302299,86,4
532,42.32749674,-71.10315332,86,4
533,42.32771725,-71.10364979,59,4
534,42.32769005,-71.10325955,60,4
535,42.32767682,-71.10306406,75,4
536,42.32765078,-71.10280566,75,4
537,42.32797523,-71.1063217,66,4
538,42.32791378,-71.10610689,59,4
539,42.32779728,-71.10588698,65,4
540,42.32705863,-71.10479926,60,4
541,42.32630677,-71.10431808,75,4
542,42.32986081,-71.09469272,51,168
543,42.32985974,-71.09437403,71,168
544,42.3292724,-71.09503164,59,168
545,42.32907088,-71.09484638,59,168
546,42.32904347,-71.09505578,51,168
547,42.32894283,-71.09521054,56,168
548,42.3279929,-71.09572296,64,168
549,42.32823578,-71.09508338,51,168
550,42.32820556,-71.09490638,66,168
551,42.32808572,-71.09451539,60,168
552,42.3275286,-71.09446851,65,168
553,42.32759424,-71.09470433,57,168
554,42.32769612,-71.09537067,51,168
555,42.32792301,-71.09516926,51,168
556,42.32640337,-71.09181289,81,6
557,42.32661772,-71.09185628,80,6
558,42.32683724,-71.09198777,51,6
559,42.32720475,-71.09244763,56,6
560,42.32703028,-71.09162933,81,6
561,42.32695104,-71.09142572,53,6
562,42.32691247,-71.09127326,53,6
563,42.32445163,-71.09205696,51,199
564,42.32446066,-71.09286841,60,199
565,42.32627387,-71.09287563,57,168
566,42.32640636,-71.09282669,51,168
567,42.32661032,-71.09280211,52,168
568,42.32440492,-71.09055657,51,199
569,42.32345988,-71.09181668,57,199
570,42.32362924,-71.09197355,76,199
571,42.32449269,-71.090865,51,199
572,42.323686,-71.0906434,59,199
573,42.32242962,-71.09194242,51,199
574,42.32074122,-71.09142991,65,11
575,42.32081663,-71.09150247,65,11
576,42.32086718,-71.09161755,65,11
577,42.32092764,-71.09172187,65,11
578,42.32100804,-71.09186192,65,11
579,42.32120875,-71.09215585,64,11
580,42.32125238,-71.09206455,64,11
581,42.32123722,-71.09192042,66,11
582,42.32118401,-71.09182091,67,11
583,42.3211466,-71.09173688,67,11
584,42.32110918,-71.09165286,67,11
585,42.32107176,-71.09156884,67,11
586,42.32099693,-71.0914008,67,11
587,42.32095651,-71.09129096,67,11
588,42.32163224,-71.09234225,51,199
589,42.32157502,-71.09248095,51,199
590,42.32121566,-71.09354943,61,199
591,42.32125392,-71.09333896,51,199
592,42.32142448,-71.09315044,51,199
593,42.32176044,-71.09273572,60,199
594,42.3218711,-71.09290935,61,199
595,42.32199035,-71.09258562,61,199
596,42.32148267,-71.09398791,56,199
597,42.32154894,-71.09410257,59,199
598,42.32162257,-71.09421905,51,199
599,42.32177165,-71.09446029,51,199
600,42.32228693,-71.09489798,71,199
601,42.32213481,-71.09453606,61,199
602,42.3222142,-71.09450486,51,199
603,42.32254886,-71.09511021,59,199
604,42.32272739,-71.09505408,71,199
605,42.32286212,-71.0951064,61,199
606,42.3261335,-71.09555609,66,199
607,42.32568731,-71.09593314,76,199
608,42.32416327,-71.09472942,60,199
609,42.32355247,-71.09354505,56,199
610,42.32379877,-71.09490562,51,199
611,42.32341309,-71.09415847,60,199
612,42.32321086,-71.09407612,51,199
613,42.3235443,-71.09517159,59,199
614,42.32506297,-71.09352873,60,199
615,42.32436797,-71.09390005,52,199
616,42.32440495,-71.09407799,52,199
617,42.32595985,-71.09466803,66,199
618,42.32599385,-71.09473562,76,199
619,42.32609786,-71.09493854,55,199
620,42.32614296,-71.09502885,55,199
621,42.32622055,-71.0951787,70,199
622,42.32631775,-71.09536944,60,199
623,42.3266101,-71.09585391,67,199
624,42.32643961,-71.09446465,52,168
625,42.32673331,-71.09502785,51,168
626,42.3268009,-71.09515828,52,168
627,42.32686786,-71.09528644,54,168
628,42.32694736,-71.0953973,61,168
629,42.32697112,-71.09416998,65,168
630,42.32680384,-71.09409785,65,168
631,42.32654368,-71.09410155,66,168
632,42.32665898,-71.09366978,60,168
633,42.32686904,-71.09364728,86,168
634,42.32579086,-71.09429904,58,199
635,42.32760427,-71.09620192,51,168
636,42.32484272,-71.0968963,51,199
637,42.32471532,-71.09683847,60,199
638,42.32158833,-71.09500917,51,199
639,42.32154003,-71.09481601,60,199
640,42.3213167,-71.09453486,61,199
641,42.32110616,-71.09415161,61,199
642,42.31842686,-71.09702227,51,198
643,42.31806405,-71.09734352,61,198
644,42.31783247,-71.09714182,61,198
645,42.31832044,-71.09660372,63,198
646,42.31840068,-71.09652173,63,198
647,42.31848409,-71.09643724,58,198
648,42.31703372,-71.09801418,69,198
649,42.31619464,-71.0987355,60,198
650,42.31636626,-71.09894227,60,198
651,42.31645685,-71.09905282,51,198
652,42.316536,-71.09915175,51,198
653,42.31660374,-71.09923463,51,198
654,42.31688223,-71.09906118,61,198
655,42.31692551,-71.09952898,61,198
656,42.31686805,-71.0996271,61,198
657,42.31735922,-71.09967246,60,198
658,42.31741063,-71.09993963,51,198
659,42.31733174,-71.10007513,58,198
660,42.31777598,-71.10037259,51,198
661,42.31788339,-71.1004944,61,198
662,42.31828985,-71.10096011,51,198
663,42.31843417,-71.10102312,61,198
664,42.31822476,-71.10043971,51,198
665,42.31776464,-71.09984927,51,198
666,42.31750897,-71.09952221,61,198
667,42.31729279,-71.09923509,51,198
668,42.31721345,-71.0991271,51,198
669,42.31712204,-71.0990119,51,198
670,42.31687761,-71.09864243,59,198
671,42.31726539,-71.09870277,51,198
672,42.31742988,-71.09866426,61,198
673,42.31755852,-71.09902959,61,198
674,42.3176071,-71.09891068,61,198
675,42.31762825,-71.09882205,51,198
676,42.31774772,-71.09917238,51,198
677,42.3178407,-71.0992846,51,198
678,42.31818263,-71.09970722,51,198
679,42.31864273,-71.10155642,57,198
680,42.31771823,-71.10108831,51,109
681,42.31762867,-71.10094303,51,109
682,42.3170634,-71.10103255,57,109
683,42.31718865,-71.10111122,60,109
684,42.31672831,-71.0998731,51,109
685,42.31666224,-71.09998989,61,109
686,42.31650853,-71.10026101,60,109
687,42.31636723,-71.10051161,61,109
688,42.31660836,-71.10057882,51,109
689,42.31668055,-71.10044453,61,109
690,42.31675462,-71.1003111,61,109
691,42.31690827,-71.10004555,60,109
692,42.31574317,-71.09928399,60,109
693,42.31591727,-71.09945907,61,109
694,42.31600628,-71.09954732,51,109
695,42.31551025,-71.10014875,61,109
696,42.31592715,-71.10045906,51,109
697,42.3160319,-71.10051001,61,109
698,42.31616894,-71.10026184,51,109
699,42.31607913,-71.10017918,51,109
700,42.31580763,-71.09993172,51,109
701,42.31553368,-71.09968001,51,109
702,42.31526515,-71.09942098,51,109
703,42.31381711,-71.09919506,61,109
704,42.31367025,-71.09934106,61,109
705,42.3135715,-71.09910641,61,109
706,42.31372734,-71.09898762,60,109
707,42.31385629,-71.09873199,60,109
708,42.31359646,-71.09882322,61,109
709,42.31336074,-71.09841176,51,109
710,42.31326609,-71.09847222,51,109
711,42.3131874,-71.09859844,51,109
712,42.31274611,-71.09827123,51,109
713,42.31298625,-71.09811641,51,109
714,42.31334443,-71.09798383,52,109
715,42.31230019,-71.09725206,51,109
716,42.31217167,-71.09744808,61,109
717,42.314962,-71.09841241,51,109
718,42.31487548,-71.09851903,51,109
719,42.31478853,-71.0986116,51,109
720,42.31425825,-71.09871868,51,109
721,42.31458046,-71.09830445,51,109
722,42.31467297,-71.0981924,72,109
723,42.3148327,-71.09799529,51,109
724,42.31410831,-71.09838414,51,109
725,42.31337349,-71.09704945,61,109
726,42.31326656,-71.09717815,51,109
727,42.31346861,-71.09699615,61,109
728,42.31361885,-71.09688322,51,109
729,42.31378468,-71.09731231,51,109
730,42.31587809,-71.0955415,83,167
731,42.31585957,-71.09544086,63,167
732,42.31579157,-71.09539669,83,167
733,42.3156006,-71.09586005,57,167
734,42.31532863,-71.09391286,56,167
735,42.31525986,-71.09429525,66,167
736,42.31693117,-71.09513357,51,167
