fid,latitude,longitude,TOTAL_SCORE,cluster
1694,42.31916965,-71.05343671,61,22
1695,42.31911246,-71.05417236,67,22
1696,42.3192533,-71.05417085,59,22
1697,42.31933908,-71.05416804,59,22
1698,42.32048093,-71.0539146,51,22
1699,42.32042585,-71.05400048,51,22
1700,42.32035058,-71.05407397,51,22
1701,42.3201837,-71.05421864,61,22
1702,42.32009128,-71.05428834,51,22
1703,42.32000385,-71.05435782,61,22
1704,42.31991246,-71.05442981,51,22
1705,42.31968872,-71.05474092,61,22
1706,42.31944559,-71.05468524,61,22
1707,42.31906463,-71.05516269,59,22
1708,42.31992066,-71.05492291,51,22
1709,42.31995417,-71.05474415,59,22
1710,42.320113,-71.05466465,51,22
1711,42.32063193,-71.05407259,61,22
1712,42.30690416,-71.07230757,51,40
1713,42.30669458,-71.07244386,61,40
1714,42.3063046,-71.0721382,61,40
1715,42.30642641,-71.07209064,59,40
1716,42.30652467,-71.07202903,61,40
1717,42.30525224,-71.0751543,60,183
1718,42.30550682,-71.07487064,60,183
1719,42.30559807,-71.07683599,60,182
1720,42.3060228,-71.0762715,51,182
1721,42.30644648,-71.07642338,51,182
1722,42.30638949,-71.07651322,51,182
1723,42.30763564,-71.0753859,64,182
1724,42.31102099,-71.0738058,60,181
1725,42.31106339,-71.07280236,60,181
1726,42.31259617,-71.0745761,70,181
1727,42.31177591,-71.07429271,71,181
1728,42.31170062,-71.07412449,81,181
1729,42.31190626,-71.07507422,65,181
1730,42.31130659,-71.07471533,60,181
1731,42.31126171,-71.07457847,60,181
1732,42.31117797,-71.07434042,51,181
1733,42.3110695,-71.07443838,57,181
1734,42.31090628,-71.07447295,71,181
1735,42.31079213,-71.07457739,71,181
1736,42.31114681,-71.07502617,71,181
1737,42.3112176,-71.07514942,68,181
1738,42.31126439,-71.07523269,68,181
1739,42.31352471,-71.07854493,59,181
1740,42.31339244,-71.07828684,51,181
1741,42.31296577,-71.07744074,60,181
1742,42.31236068,-71.07624605,57,181
1743,42.3118069,-71.07570329,81,181
1744,42.3116947,-71.07596442,70,181
1745,42.31208436,-71.07653416,57,181
1746,42.31234323,-71.07699956,61,181
1747,42.31295484,-71.07809424,57,181
1748,42.31241656,-71.07818731,61,181
1749,42.31223512,-71.07785063,51,181
1750,42.31232364,-71.07920825,59,181
1751,42.31254018,-71.07899211,59,181
1752,42.31274499,-71.07929745,59,181
1753,42.31164453,-71.07724106,59,181
1754,42.31127166,-71.07759347,59,181
1755,42.31084672,-71.07561999,70,181
1756,42.31078874,-71.07568397,70,181
1757,42.31007246,-71.07521603,52,181
1758,42.30988836,-71.07528105,52,181
1759,42.30995995,-71.07544831,52,181
1760,42.31000428,-71.07556342,52,181
1761,42.31035047,-71.07537254,53,181
1762,42.31044611,-71.07531453,52,181
1763,42.31051542,-71.0752475,52,181
1764,42.308632,-71.07603322,51,182
1765,42.30871525,-71.07618348,51,182
1766,42.30842886,-71.0764946,57,182
1767,42.30814683,-71.07604093,51,182
1768,42.30787465,-71.0761647,62,182
1769,42.30949326,-71.07525993,59,181
1770,42.30945533,-71.07850878,59,182
1771,42.31035881,-71.08000383,57,174
1772,42.31073015,-71.08016697,56,174
1773,42.31117944,-71.0795662,57,174
1774,42.311519,-71.0793491,58,174
1775,42.3101496,-71.08050416,59,174
1776,42.30948145,-71.08028468,76,174
1777,42.30958993,-71.08046453,76,174
1778,42.30967655,-71.08064567,76,174
1779,42.30987869,-71.08081921,75,174
1780,42.30997364,-71.08101043,75,174
1781,42.31006766,-71.08119626,75,174
1782,42.31016098,-71.0813832,75,174
1783,42.30913031,-71.07886175,57,182
1784,42.30846021,-71.07844955,75,182
1785,42.30813742,-71.07727786,60,182
1786,42.30802226,-71.07716749,57,182
1787,42.30797059,-71.07772866,52,182
1788,42.30804654,-71.07779375,52,182
1789,42.30810236,-71.0778831,52,182
1790,42.30815794,-71.07797353,52,182
1791,42.30823734,-71.07807597,75,182
1792,42.30781429,-71.07975436,59,182
1793,42.30770846,-71.0796105,59,182
1794,42.30869677,-71.07972266,76,182
1795,42.30862924,-71.07960663,59,182
1796,42.30784496,-71.07903623,79,182
1797,42.30792491,-71.07915808,79,182
1798,42.30799343,-71.07860861,59,182
1799,42.30792878,-71.07850123,59,182
1800,42.30770493,-71.07805644,51,182
1801,42.30762844,-71.07793016,51,182
1802,42.30751621,-71.07787325,51,182
1803,42.30744408,-71.07774733,51,182
1804,42.30808905,-71.07940699,59,182
1805,42.30817501,-71.07952381,59,182
1806,42.30826151,-71.07964396,59,182
1807,42.30836302,-71.0797941,59,182
1808,42.30857821,-71.08013063,59,182
1809,42.30865927,-71.08025727,59,182
1810,42.30873998,-71.08038433,59,182
1811,42.30885481,-71.08049088,59,182
1812,42.30714239,-71.07887279,51,182
1813,42.30772114,-71.08157962,51,182
1814,42.30652222,-71.08329555,60,182
1815,42.30638879,-71.08231564,55,182
1816,42.30503273,-71.08185544,51,182
1817,42.30555094,-71.08211237,60,182
1818,42.30480884,-71.08293873,57,182
1819,42.30518041,-71.08292591,51,182
1820,42.30389054,-71.08333574,65,182
1821,42.30318489,-71.08239063,51,14
1822,42.30292145,-71.08241858,57,14
1823,42.30302068,-71.08255278,57,14
1824,42.30324609,-71.08137066,59,14
1825,42.30278713,-71.0806825,60,14
1826,42.30269666,-71.08054559,51,14
1827,42.30282544,-71.08119881,65,14
1828,42.30329035,-71.08189486,57,14
1829,42.30380654,-71.08114066,51,14
1830,42.3039614,-71.08175457,51,14
1831,42.30342079,-71.08091178,51,14
1832,42.30383985,-71.08046169,61,14
1833,42.30367216,-71.07944392,76,14
1834,42.30357052,-71.07967614,59,14
1835,42.30366333,-71.08000341,59,14
1836,42.30499139,-71.07937903,57,182
1837,42.30402654,-71.07829017,59,182
1838,42.30417469,-71.07802799,85,182
1839,42.30510249,-71.07730586,51,182
1840,42.30464031,-71.07530634,68,183
1841,42.30449829,-71.07525892,51,183
1842,42.30429816,-71.07543053,61,183
1843,42.30440139,-71.07581739,77,183
1844,42.30454054,-71.07649685,59,183
1845,42.30139958,-71.0754849,62,183
1846,42.30090276,-71.07483757,57,183
1847,42.30087702,-71.07464672,59,183
1848,42.3007731,-71.07448009,55,183
1849,42.30060923,-71.07420988,59,183
1850,42.30034518,-71.07392433,59,183
1851,42.30016584,-71.07418397,59,183
1852,42.30048136,-71.07462075,59,183
1853,42.30085935,-71.07538258,60,183
1854,42.30111435,-71.07580395,59,183
1855,42.30123176,-71.07606569,51,183
1856,42.302322,-71.07454597,51,183
1857,42.30233277,-71.0737613,57,183
1858,42.30328284,-71.07679117,57,183
1859,42.30344184,-71.07695505,66,183
1860,42.30379573,-71.07708531,51,183
1861,42.30368408,-71.07677841,51,183
1862,42.3033869,-71.07647407,75,183
1863,42.303955,-71.07666962,64,183
1864,42.30388282,-71.0756068,61,183
1865,42.30363553,-71.07542255,51,183
1866,42.30355124,-71.07517412,51,183
1867,42.30330753,-71.07482501,58,183
1868,42.30346232,-71.07465118,60,183
1869,42.30313443,-71.07419145,59,183
1870,42.30291271,-71.07432576,59,183
1871,42.30284884,-71.0744291,58,183
1872,42.30299005,-71.07463953,52,183
1873,42.30057416,-71.07357487,60,183
1874,42.30083256,-71.07380496,60,183
1875,42.30157466,-71.07414201,67,183
1876,42.30117021,-71.07375334,61,183
1877,42.30269318,-71.07232479,59,183
1878,42.30272668,-71.07316663,57,183
1879,42.30299327,-71.07323681,59,183
1880,42.30370521,-71.07427175,51,183
1881,42.30392637,-71.07456871,51,183
1882,42.30409669,-71.07485689,51,183
1883,42.30218839,-71.07265505,60,183
1884,42.30219047,-71.07250755,60,183
1885,42.30108742,-71.07232069,76,183
1886,42.30058515,-71.07245989,66,183
1887,42.29901614,-71.07535504,51,42
1888,42.30022681,-71.07639684,59,42
1889,42.29803745,-71.07655943,60,42
1890,42.29885043,-71.07662512,57,42
1891,42.29898626,-71.07667151,61,42
1892,42.29910151,-71.07671713,61,42
1893,42.29922773,-71.07677447,61,42
1894,42.29957804,-71.07693348,60,42
1895,42.30005056,-71.07799626,57,42
1896,42.30017818,-71.07780545,59,42
1897,42.29996017,-71.07869402,51,42
1898,42.30053309,-71.07848411,60,42
1899,42.301312,-71.07718378,67,42
1900,42.30054651,-71.07664307,59,42
1901,42.30030998,-71.07727588,57,42
1902,42.30041289,-71.0774183,57,42
1903,42.30060483,-71.07787504,57,42
1904,42.30065919,-71.07804677,60,42
1905,42.30070824,-71.07820152,60,42
1906,42.30137028,-71.07852784,51,42
1907,42.30143019,-71.07851387,61,42
1908,42.30264714,-71.0784921,69,42
1909,42.30175053,-71.0788519,51,42
1910,42.30009,-71.0790455,64,42
1911,42.29982926,-71.07903769,64,42
1912,42.29963609,-71.07902608,82,42
1913,42.29940602,-71.07900706,64,42
1914,42.29926197,-71.07899128,64,42
1915,42.29721518,-71.07870019,57,42
1916,42.30165442,-71.07938145,57,14
1917,42.3014299,-71.07944931,51,14
1918,42.30128813,-71.07948972,61,14
1919,42.30083055,-71.0795885,59,14
1920,42.30026663,-71.07964527,51,14
1921,42.29952988,-71.07962213,57,14
1922,42.29803683,-71.07940844,68,14
1923,42.29936146,-71.08098072,57,14
1924,42.29915723,-71.08006055,65,14
1925,42.29913211,-71.08048001,58,14
1926,42.29909562,-71.08066258,58,14
1927,42.30002946,-71.0809345,57,14
1928,42.30043725,-71.08232784,60,14
1929,42.30066638,-71.08132394,57,14
1930,42.30082942,-71.08061716,58,14
1931,42.30043361,-71.08104655,57,14
1932,42.30033803,-71.08153224,57,14
1933,42.30118682,-71.08290657,64,14
1934,42.3009918,-71.08214819,59,14
1935,42.30073283,-71.08245994,57,14
1936,42.30221184,-71.08061581,61,14
1937,42.30225818,-71.08049812,51,14
1938,42.30234472,-71.08027653,61,14
1939,42.30217575,-71.08007199,60,14
1940,42.30137005,-71.08209753,51,14
1941,42.30265038,-71.08311402,61,14
1942,42.30313117,-71.08381025,57,14
1943,42.29716069,-71.0856627,69,58
1944,42.29750327,-71.085406,62,58
1945,42.29643835,-71.08640087,59,58
1946,42.2954447,-71.08471553,51,57
1947,42.29569728,-71.08458322,51,57
1948,42.29571395,-71.08441938,51,57
1949,42.29581318,-71.08368558,61,57
1950,42.29611628,-71.08184675,68,57
1951,42.29586456,-71.08110833,59,57
1952,42.29583612,-71.08124885,59,57
1953,42.29485292,-71.08419942,59,57
1954,42.2949741,-71.08373404,57,57
1955,42.2950906,-71.08324673,61,57
1956,42.29543312,-71.08144759,51,57
1957,42.29554373,-71.08087559,57,57
1958,42.29535784,-71.08084702,61,57
1959,42.29506344,-71.08193092,65,57
1960,42.29502989,-71.08210593,60,57
1961,42.29462589,-71.08185338,61,57
1962,42.29466512,-71.08056413,61,57
1963,42.29405281,-71.08121967,59,57
1964,42.29417376,-71.08082728,56,57
1965,42.29409651,-71.08040245,59,57
1966,42.29391135,-71.08045061,57,57
1967,42.29378811,-71.08112761,60,57
1968,42.29358853,-71.08220542,60,57
1969,42.29351708,-71.08235384,59,57
1970,42.29340007,-71.08121765,59,57
1971,42.29364466,-71.0802441,57,57
1972,42.29292171,-71.079949,51,57
1973,42.29396335,-71.07981083,57,57
1974,42.29370493,-71.07926221,61,57
1975,42.29349092,-71.07920577,57,57
1976,42.29337549,-71.07917561,60,57
1977,42.29313973,-71.07911373,68,57
1978,42.2930206,-71.07908264,60,57
1979,42.2927464,-71.07901058,60,57
1980,42.29261065,-71.07895418,60,57
1981,42.29310153,-71.07946744,57,57
1982,42.29319922,-71.07950421,57,57
1983,42.29331954,-71.07954947,65,57
1984,42.29358017,-71.07964751,51,57
1985,42.29253716,-71.07854049,51,57
1986,42.29292702,-71.07859796,60,57
1987,42.29320228,-71.07862253,60,57
1988,42.29332978,-71.07864155,57,57
1989,42.29369458,-71.07869705,57,57
1990,42.29381644,-71.07871618,61,57
1991,42.29393079,-71.07873423,57,57
1992,42.29475155,-71.08011815,51,57
1993,42.29460347,-71.0800615,51,57
1994,42.2944469,-71.0800011,59,57
1995,42.29419163,-71.07990745,61,57
1996,42.29429112,-71.07940103,61,57
1997,42.29555546,-71.07986706,60,57
1998,42.29584837,-71.07997363,61,57
1999,42.29613696,-71.07910427,59,57
2000,42.29754872,-71.07838147,66,42
2001,42.29797894,-71.0784616,59,42
2002,42.2985321,-71.0785627,57,42
2003,42.29969124,-71.07849555,60,42
2004,42.29919157,-71.07843524,60,42
2005,42.29785635,-71.07819989,60,42
2006,42.29772299,-71.07816779,60,42
2007,42.29758141,-71.07813338,60,42
2008,42.29744363,-71.07810008,66,42
2009,42.29735202,-71.07807791,61,42
2010,42.29722271,-71.07804661,60,42
2011,42.29722304,-71.07749403,57,42
2012,42.2975545,-71.07766672,57,42
2013,42.29780707,-71.07773505,60,42
2014,42.29793532,-71.07777004,51,42
2015,42.29820094,-71.07784234,67,42
2016,42.29880657,-71.07799368,60,42
2017,42.29914707,-71.07806056,60,42
2018,42.29927132,-71.07808501,57,42
2019,42.29973907,-71.07817725,65,42
2020,42.29976381,-71.0779744,57,42
2021,42.2995364,-71.0779119,60,42
2022,42.29883413,-71.07771516,51,42
2023,42.29870982,-71.07768073,60,42
2024,42.29822548,-71.07750966,51,42
2025,42.29807342,-71.07704802,51,42
2026,42.29824492,-71.07712215,61,42
2027,42.29890732,-71.07735242,86,42
2028,42.29909072,-71.07741185,61,42
2029,42.29965222,-71.07758822,51,42
2030,42.29969569,-71.07737173,60,42
2031,42.29960943,-71.07733486,68,42
2032,42.29924222,-71.07718128,60,42
2033,42.29911457,-71.07713261,60,42
2034,42.29899093,-71.07708466,51,42
2035,42.29867692,-71.07698412,51,42
2036,42.298537,-71.07694603,51,42
2037,42.29727101,-71.0771248,51,42
2038,42.29772773,-71.07680791,60,42
2039,42.30225796,-71.083852,76,14
2040,42.30229712,-71.08337377,60,14
2041,42.30119261,-71.08385352,61,14
2042,42.30142597,-71.08408257,76,14
2043,42.30202911,-71.08438219,51,14
2044,42.3008061,-71.084312,59,14
2045,42.30104512,-71.08445425,59,14
2046,42.30045879,-71.08333658,76,14
2047,42.30015457,-71.08392196,51,14
2048,42.29978853,-71.08215625,76,14
2049,42.29846007,-71.08042758,56,14
2050,42.29846859,-71.08061965,51,14
2051,42.29766803,-71.0806482,56,14
2052,42.29779769,-71.08069673,65,14
2053,42.29805808,-71.08079641,51,14
2054,42.29690699,-71.08129335,60,58
2055,42.29700663,-71.08136343,64,58
2056,42.29728101,-71.08146474,64,58
2057,42.29744542,-71.08152559,60,58
2058,42.29781209,-71.0816638,51,58
2059,42.29820089,-71.08181551,57,58
2060,42.2984142,-71.08151841,56,58
2061,42.29776484,-71.0812677,57,58
2062,42.29762977,-71.08121699,51,58
2063,42.29682286,-71.08089282,69,58
2064,42.2979529,-71.0826661,57,58
2065,42.29807918,-71.08271592,60,58
2066,42.29796342,-71.08226645,60,58
2067,42.29782813,-71.08221429,70,58
2068,42.29754424,-71.08210109,71,58
2069,42.29680576,-71.08176687,70,58
2070,42.29703664,-71.08337103,57,58
2071,42.29744855,-71.08350052,62,58
2072,42.29806196,-71.08325014,69,58
2073,42.29779112,-71.08313987,58,58
2074,42.29882589,-71.08323331,58,58
2075,42.29981984,-71.08440669,65,58
2076,42.29957673,-71.08411804,57,58
2077,42.29826179,-71.0842295,60,58
2078,42.29953692,-71.08538465,57,58
2079,42.29887458,-71.08454558,60,58
2080,42.29802417,-71.08463845,64,58
2081,42.29661632,-71.08397897,61,58
2082,42.28836455,-71.07948534,59,60
2083,42.28889597,-71.08167716,64,60
2084,42.2887672,-71.08224561,75,60
2085,42.28866583,-71.08275365,51,60
2086,42.28831247,-71.08020376,61,60
2087,42.2888491,-71.08035983,57,60
2088,42.28851588,-71.08124814,51,60
2089,42.28863176,-71.08136357,60,60
2090,42.2886797,-71.08106856,51,60
2091,42.28869947,-71.08075684,67,60
2092,42.28831015,-71.08186964,51,60
2093,42.28819015,-71.08240544,51,60
2094,42.28815183,-71.08257636,58,60
2095,42.28807275,-71.08293161,61,60
2096,42.28803316,-71.08310889,61,60
2097,42.28798945,-71.08330488,51,60
2098,42.2883589,-71.08247515,51,60
2099,42.28839884,-71.08229741,51,60
2100,42.28855809,-71.08179269,61,60
2101,42.28858926,-71.08165937,67,60
2102,42.28848443,-71.08169477,61,60
2103,42.28835984,-71.08164786,61,60
2104,42.28791749,-71.08143976,51,60
2105,42.28790988,-71.08190474,57,60
2106,42.28771538,-71.08321425,61,60
2107,42.28778399,-71.08291497,51,60
2108,42.2878601,-71.08263897,51,60
2109,42.28806678,-71.08163926,61,60
2110,42.28809609,-71.08150051,57,60
2111,42.28744874,-71.08357097,57,60
2112,42.28737537,-71.08384136,55,60
2113,42.28744264,-71.08399165,56,60
2114,42.28744653,-71.08406932,76,60
2115,42.2872893,-71.08412907,76,60
2116,42.28740423,-71.08417778,76,60
2117,42.28730292,-71.08501117,60,60
2118,42.28741981,-71.08501915,60,60
2119,42.28785848,-71.08441142,64,60
2120,42.28770448,-71.08367253,60,60
2121,42.28701924,-71.0855227,51,60
2122,42.28695468,-71.08588708,61,60
2123,42.28714395,-71.08586566,60,60
2124,42.28735499,-71.08595164,65,60
2125,42.28749907,-71.08613671,66,60
2126,42.28752502,-71.08602272,66,60
2127,42.28755003,-71.08590579,76,60
2128,42.28757693,-71.08578586,66,60
2129,42.2876028,-71.08566895,66,60
2130,42.28762988,-71.08555118,66,60
2131,42.28743309,-71.0855979,51,60
2132,42.28829594,-71.08425382,61,60
2133,42.28824813,-71.0845549,56,60
2134,42.28912607,-71.08748194,57,61
2135,42.28970928,-71.08836338,82,61
2136,42.28865963,-71.08810065,51,61
2137,42.28793991,-71.08576176,60,60
2138,42.28843459,-71.08769706,60,60
2139,42.28878462,-71.08907367,66,61
2140,42.28869234,-71.0889677,66,61
2141,42.2879306,-71.08921542,66,61
2142,42.28780285,-71.08925767,66,61
2143,42.28794253,-71.08932944,66,61
2144,42.28790612,-71.08944209,66,61
2145,42.28792467,-71.08954296,66,61
2146,42.28794983,-71.08963988,66,61
2147,42.28797038,-71.08975198,59,61
2148,42.2885319,-71.0887177,76,61
2149,42.28847218,-71.08857171,66,61
2150,42.28801436,-71.08839316,66,61
2151,42.28793123,-71.08842108,66,61
2152,42.28784996,-71.08844852,66,61
2153,42.28764926,-71.08841783,66,61
2154,42.28780396,-71.08870522,80,61
2155,42.2877692,-71.08881828,80,61
2156,42.28749649,-71.08755801,59,61
2157,42.28757352,-71.08811275,66,61
2158,42.28753991,-71.08792896,66,61
2159,42.28771226,-71.08795782,66,61
2160,42.28776527,-71.08793983,66,61
2161,42.28717294,-71.08814037,59,61
2162,42.28709873,-71.08915335,66,61
2163,42.28719202,-71.08912267,76,61
2164,42.2872562,-71.08902802,66,61
2165,42.28743262,-71.08905705,66,61
2166,42.28752782,-71.0890257,66,61
2167,42.28750155,-71.08888299,66,61
2168,42.28747573,-71.08879874,84,61
2169,42.2874583,-71.08866244,66,61
2170,42.28740934,-71.08849337,66,61
2171,42.2872528,-71.08864771,66,61
2172,42.28716346,-71.08864474,66,61
2173,42.28703142,-71.08862014,66,61
2174,42.28705885,-71.08876976,66,61
2175,42.28707875,-71.08899287,66,61
2176,42.28688429,-71.08999438,66,61
2177,42.28691979,-71.08987508,66,61
2178,42.28690185,-71.08977739,66,61
2179,42.28694387,-71.08965942,66,61
2180,42.28693244,-71.08954385,76,61
2181,42.28679787,-71.08958781,76,61
2182,42.28659799,-71.08838436,66,61
2183,42.2867187,-71.08842101,66,61
2184,42.28669375,-71.08828997,66,61
2185,42.28667197,-71.08816908,65,61
2186,42.28663102,-71.08807729,84,61
2187,42.28663997,-71.0879475,66,61
2188,42.28662142,-71.08781705,66,61
2189,42.28648568,-71.08784657,66,61
2190,42.28644211,-71.08796523,66,61
2191,42.28639923,-71.08812204,59,61
2192,42.28713251,-71.08727822,59,61
2193,42.28728387,-71.0870543,59,61
2194,42.28720128,-71.08656328,51,61
2195,42.28709033,-71.08659503,60,61
2196,42.28688369,-71.08619693,64,61
2197,42.28679428,-71.08667477,57,61
2198,42.28671806,-71.0869567,56,61
2199,42.2851176,-71.08724236,73,63
2200,42.2851543,-71.08707387,73,63
2201,42.28523704,-71.08671463,83,63
2202,42.28505634,-71.08656,73,63
2203,42.28499532,-71.08675719,73,63
2204,42.28495035,-71.08695706,83,63
2205,42.28491164,-71.08713079,83,63
2206,42.28467033,-71.08752224,76,63
2207,42.28424248,-71.0863948,57,63
2208,42.28393041,-71.08627517,60,63
2209,42.28360832,-71.08617828,68,63
2210,42.28424247,-71.08837072,79,63
2211,42.28419175,-71.08850364,79,63
2212,42.28349017,-71.08680748,61,63
2213,42.28336728,-71.08679218,61,63
2214,42.28313008,-71.08670514,60,63
2215,42.28259902,-71.08651101,52,63
2216,42.28305052,-71.08828132,59,63
2217,42.28301403,-71.08744869,59,63
2218,42.28292339,-71.08690936,54,63
2219,42.28307391,-71.08696504,54,63
2220,42.283732,-71.08779362,59,63
2221,42.2836739,-71.08792155,59,63
2222,42.28348169,-71.08834573,82,63
2223,42.28332953,-71.08866465,53,63
2224,42.28384783,-71.08824485,59,63
2225,42.28603106,-71.08844022,73,63
2226,42.28602991,-71.08826325,73,63
2227,42.28606393,-71.08811225,73,63
2228,42.28609664,-71.0879633,73,63
2229,42.28627623,-71.08716937,51,63
2230,42.28631597,-71.08698919,60,63
2231,42.28614953,-71.08653822,62,63
2232,42.28610688,-71.08690106,67,63
2233,42.28532775,-71.08869823,86,63
2234,42.28509756,-71.08843007,77,63
2235,42.28629183,-71.08583119,51,63
2236,42.28605156,-71.08575608,51,63
2237,42.28594946,-71.08574,58,63
2238,42.28523283,-71.08572131,51,63
2239,42.28595669,-71.08606021,84,63
2240,42.28411104,-71.08552346,57,63
2241,42.28352571,-71.08564485,51,63
2242,42.28374979,-71.0857226,60,63
2243,42.28431639,-71.08591741,51,63
2244,42.28321469,-71.08532666,55,63
2245,42.28433604,-71.08512519,60,62
2246,42.28446511,-71.08517037,60,62
2247,42.28439585,-71.08482128,59,62
2248,42.28386177,-71.08455496,58,62
2249,42.28485017,-71.08521246,59,62
2250,42.28522671,-71.08519025,51,62
2251,42.2853368,-71.08520103,61,62
2252,42.28555876,-71.08522015,57,62
2253,42.28588887,-71.08524907,60,62
2254,42.28616855,-71.08506952,51,62
2255,42.28617054,-71.08486703,61,62
2256,42.28545126,-71.08484087,69,62
2257,42.28522816,-71.08481988,60,62
2258,42.28668338,-71.08537737,57,62
2259,42.28673602,-71.08502159,51,62
2260,42.28677028,-71.08466332,76,62
2261,42.28678122,-71.08450085,51,62
2262,42.28680365,-71.08422999,73,62
2263,42.28690616,-71.08386765,61,62
2264,42.28694108,-71.08370857,73,62
2265,42.28700217,-71.08363228,73,62
2266,42.28709866,-71.08352586,58,62
2267,42.2871379,-71.08335677,57,153
2268,42.28671482,-71.08327748,73,153
2269,42.28660505,-71.08323383,73,153
2270,42.28656183,-71.0834942,75,62
2271,42.28643873,-71.08378056,73,62
2272,42.28643018,-71.08387443,73,62
2273,42.28642339,-71.08403938,73,62
2274,42.28631687,-71.08418811,73,62
2275,42.28629151,-71.08436872,76,62
2276,42.28649196,-71.08439695,68,62
2277,42.28648349,-71.08463828,69,62
2278,42.28650741,-71.08487503,82,62
2279,42.28650094,-71.08510228,51,62
2280,42.28718077,-71.08265217,58,153
2281,42.28721194,-71.082513,60,153
2282,42.28717178,-71.08234152,57,153
2283,42.28742928,-71.08151966,51,153
2284,42.28745939,-71.08137872,60,153
2285,42.2874911,-71.08123467,61,153
2286,42.28684737,-71.08226608,74,153
2287,42.28596683,-71.08422412,76,62
2288,42.28600697,-71.08403794,76,62
2289,42.28607892,-71.08367833,73,62
2290,42.28611818,-71.08353161,73,62
2291,42.28615906,-71.08336637,76,62
2292,42.28618949,-71.08320316,73,62
2293,42.28623388,-71.08306676,73,153
2294,42.28595424,-71.08339499,65,153
2295,42.28580509,-71.08362007,66,153
2296,42.28576695,-71.08367718,53,153
2297,42.28476616,-71.08411002,66,153
2298,42.28455996,-71.08406857,56,153
2299,42.28414705,-71.08400953,55,153
2300,42.28409224,-71.08424312,70,62
2301,42.28633153,-71.08276565,51,153
2302,42.28646716,-71.08206444,51,153
2303,42.2865023,-71.08173056,51,153
2304,42.28604047,-71.08224286,68,153
2305,42.28587555,-71.08242984,61,153
2306,42.28550771,-71.08286957,57,153
2307,42.28481051,-71.0835789,66,153
2308,42.28561141,-71.08318568,56,153
2309,42.28579063,-71.08298907,65,153
2310,42.28602069,-71.082663,73,153
2311,42.28611518,-71.08260602,73,153
2312,42.28369717,-71.08400691,51,62
2313,42.2844373,-71.08328932,56,153
2314,42.28504288,-71.08270513,58,153
2315,42.28563743,-71.08204292,60,153
2316,42.28579313,-71.08186259,60,153
2317,42.28588784,-71.0817531,59,153
2318,42.28614454,-71.08146134,58,153
2319,42.28647753,-71.08110057,60,153
2320,42.28691174,-71.08065494,51,153
2321,42.28718588,-71.08038997,51,153
2322,42.28730852,-71.08015442,61,153
2323,42.28763776,-71.08042254,59,153
2324,42.28779413,-71.07974043,61,153
2325,42.28188584,-71.08521277,61,63
2326,42.28031678,-71.08783565,51,107
2327,42.28093679,-71.08729073,57,107
2328,42.2829656,-71.09017292,66,107
2329,42.28305225,-71.09008435,66,107
2330,42.28314255,-71.08999566,66,107
2331,42.28322977,-71.08990835,66,107
2332,42.28331645,-71.08981881,66,107
2333,42.28340891,-71.08972868,59,107
2334,42.28335235,-71.0907644,82,107
2335,42.28377652,-71.09011624,59,107
2336,42.28246937,-71.09130317,64,107
2337,42.28163739,-71.08919566,59,107
2338,42.28215539,-71.08867256,59,107
2339,42.28169555,-71.09099069,57,107
2340,42.28145653,-71.09126116,59,107
2341,42.28151722,-71.09138537,59,107
2342,42.28058638,-71.09121197,57,107
2343,42.28073077,-71.09151991,60,107
2344,42.28018038,-71.08959031,59,107
2345,42.27988374,-71.09077614,57,107
2346,42.27981016,-71.09062026,57,107
2347,42.29764803,-71.08828011,67,58
2348,42.29739126,-71.08852721,51,58
2349,42.29697702,-71.08831841,57,58
2350,42.29654951,-71.08781577,59,58
2351,42.29680842,-71.0887214,57,58
2352,42.2970607,-71.08892536,57,58
2353,42.29714003,-71.08912956,57,58
2354,42.29651721,-71.09039644,54,58
2355,42.2963339,-71.0902952,51,58
2356,42.2971837,-71.08986428,66,58
2357,42.29725427,-71.08965727,67,58
2358,42.29287648,-71.08904867,51,59
2359,42.29025063,-71.09003498,59,59
2360,42.29115291,-71.09073421,59,59
2361,42.28981438,-71.09060263,59,59
2362,42.29024618,-71.09109939,59,59
2363,42.2904591,-71.09083248,60,59
2364,42.28890997,-71.09059269,51,59
2365,42.28893788,-71.09088462,51,59
2366,42.28897083,-71.09102471,51,59
2367,42.28900521,-71.09116331,51,59
2368,42.289038,-71.09130422,51,59
2369,42.2890363,-71.09145986,51,59
2370,42.28904854,-71.09160814,51,59
2371,42.28936706,-71.09100699,59,59
2372,42.28824991,-71.09112089,67,59
2373,42.28846749,-71.0922947,63,59
2374,42.28872167,-71.09189285,59,59
2375,42.28854066,-71.09117241,60,59
2376,42.28771754,-71.090816,75,59
2377,42.28773371,-71.09061851,75,59
2378,42.28805239,-71.09271491,67,59
2379,42.28691452,-71.09139845,57,59
2380,42.28764167,-71.09361426,59,59
2381,42.28737935,-71.09255161,59,59
2382,42.28634752,-71.09138474,57,59
2383,42.28662505,-71.09288834,59,59
2384,42.2867931,-71.09257297,96,59
2385,42.28675951,-71.09238997,59,59
2386,42.28672631,-71.09220884,86,59
2387,42.28669321,-71.09202866,56,59
2388,42.28590897,-71.09206903,59,59
2389,42.28593582,-71.09221399,59,59
2390,42.28596325,-71.09236315,59,59
2391,42.28618148,-71.09232363,69,59
2392,42.28615602,-71.09218358,69,59
